#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.862182            -0.862182                    0
           2            -0.863275            -0.862728          0.000386646
           3            -0.861658            -0.862372          0.000388908
           4            -0.861092            -0.862052          0.000402301
           5            -0.861741             -0.86199          0.000326614
           6            -0.861822            -0.861962          0.000273364
           7            -0.860364            -0.861733          0.000315526
           8            -0.861977            -0.861764          0.000277547
           9             -0.86169            -0.861756          0.000246832
          10            -0.862671            -0.861847          0.000238525
          11            -0.862137            -0.861874          0.000218289
          12            -0.861678            -0.861857          0.000200703
          13            -0.862387            -0.861898          0.000189359
          14            -0.862873            -0.861968          0.000188199
          15            -0.865029            -0.862172          0.000264054
          16            -0.862312             -0.86218          0.000247696
          17            -0.861117            -0.862118          0.000240899
          18            -0.863682            -0.862205          0.000242689
          19            -0.860328            -0.862106           0.00024921
          20            -0.861636            -0.862083          0.000237855
          21             -0.86393            -0.862171          0.000242258
          22            -0.861667            -0.862148          0.000232324
          23            -0.862791            -0.862176          0.000223902
          24            -0.862572            -0.862192          0.000215181
          25            -0.859884              -0.8621          0.000225513
          26            -0.861915            -0.862093          0.000216951
          27            -0.860891            -0.862048          0.000213431
          28            -0.860779            -0.862003          0.000210566
          29            -0.860374            -0.861947          0.000210667
          30            -0.861297            -0.861925          0.000204755
