#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              136.537              136.537                    0
           2              136.497              136.517            0.0140213
           3              132.189              135.075              1.17795
           4              137.967              135.798              1.08289
           5              139.197              136.477              1.05841
           6              136.971               136.56             0.885199
           7              145.732               137.87              1.43089
           8              141.442              138.317              1.31984
           9              136.249              138.087              1.19302
          10              133.151              137.593              1.17139
          11              137.268              137.564              1.06527
          12              134.971              137.348             0.998174
          13              130.537              136.824              1.04992
          14              134.334              136.646              0.98987
          15              136.849              136.659             0.923971
          16              136.005              136.619             0.867127
          17              138.109              136.706              0.82054
          18               138.02              136.779             0.778193
          19              130.433              136.445             0.805734
          20               135.35               136.39             0.767306
          21              134.538              136.302             0.735821
          22              139.959              136.468             0.720907
          23              135.385              136.421             0.691101
          24              131.523              136.217             0.691783
          25              140.053              136.371             0.680911
          26              141.012              136.549              0.67772
          27              135.812              136.522             0.653169
          28              139.988              136.646             0.641463
          29              129.265              136.391             0.667922
          30              132.677              136.267             0.657031
          31              136.535              136.276             0.635893
          32              136.245              136.275             0.616022
          33              128.738              136.047             0.638287
          34              136.442              136.058              0.61962
          35               142.13              136.232             0.625728
          36              141.011              136.365             0.622268
          37              142.382              136.527              0.62634
          38              127.751              136.296             0.651042
          39              139.627              136.382             0.639925
          40              136.128              136.375             0.623958
