#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1               2.4389               2.4389                    0
           2               2.6281               2.5335            0.0668923
           3                3.296              2.78767             0.212264
           4               3.2162               2.8948             0.184261
           5               2.4111              2.79806             0.170928
           6               2.4292              2.73658             0.153096
           7               2.7854              2.74356             0.131384
           8               3.1158              2.79009             0.122925
           9               3.3616              2.85359             0.124594
          10               2.5485              2.82308             0.115809
          11               3.1832              2.85582             0.109811
          12               2.7097              2.84364             0.101333
          13               2.9106              2.84879             0.093669
          14               3.0186              2.86092            0.0877602
          15               2.5178              2.83805            0.0848383
          16               2.1123              2.79269             0.090856
          17               1.8213              2.73555             0.101908
          18               3.4819              2.77701             0.104341
          19               2.7211              2.77407            0.0988911
          20               2.6923              2.76998             0.094031
          21               1.3451              2.70213             0.111375
          22               3.4027              2.73397             0.110771
          23               2.3109              2.71558             0.107472
          24               3.0713               2.7304             0.104011
          25               2.7164              2.72984            0.0998518
          26               1.8037              2.69422             0.102168
          27               3.3321              2.71784             0.101078
          28               2.5636              2.71234            0.0976183
          29               2.5894               2.7081            0.0943441
          30               2.4869              2.70072             0.091487
          31                2.753              2.70241            0.0885514
          32               1.9839              2.67996            0.0885851
          33               2.2829              2.66792             0.086714
          34               2.8865              2.67435            0.0844015
          35               3.5928              2.70059            0.0859727
          36               2.7624              2.70231            0.0836017
          37               1.9415              2.68175            0.0838328
          38               3.1107              2.69304            0.0823831
          39               3.4324              2.71199            0.0824232
          40                3.298              2.72665            0.0816542
