#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              295.032              295.032                    0
           2              297.905              296.469              1.01573
           3              291.282               294.74              1.56564
           4              297.732              295.488              1.34104
           5              298.497               296.09               1.2003
           6              295.509              295.993              1.00414
           7              304.363              297.189              1.40228
           8              297.447              297.221              1.22736
           9              294.725              296.944              1.12189
          10              288.341              296.083               1.2983
          11              303.723              296.778              1.35333
          12               295.33              296.657              1.24592
          13              305.127              297.309               1.3094
          14              302.994              297.715              1.27728
          15              299.433              297.829              1.19725
          16              294.311              297.609              1.14244
          17              293.647              297.376              1.09875
          18              297.423              297.379              1.03772
          19              302.075              297.626              1.01211
          20              294.342              297.462             0.974734
          21              300.189              297.592             0.936929
          22              291.326              297.307             0.936629
          23              296.102              297.255              0.89737
          24               298.58               297.31             0.861677
          25              302.479              297.517              0.85166
          26              300.961              297.649             0.829143
          27              300.629              297.759             0.805745
          28              303.553              297.966               0.8031
          29              297.354              297.945             0.775685
          30              300.402              298.027              0.75414
