#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              19.9229              19.9229                    0
           2              20.0714              19.9971            0.0524851
           3               20.097              20.0304             0.044307
           4              20.1348              20.0565            0.0401847
           5              20.0154              20.0483             0.032978
           6              19.9299              20.0285            0.0328623
           7              20.0697              20.0344            0.0286888
           8              20.1156              20.0446            0.0268358
           9              20.0352              20.0435            0.0238741
          10              20.0952              20.0487            0.0220397
          11              20.2578              20.0677            0.0270192
          12              20.1461              20.0742             0.025545
          13               20.162               20.081            0.0244557
          14              20.3251              20.0984            0.0282475
          15              20.2091              20.1058            0.0273105
          16              20.2756              20.1164            0.0275875
          17              20.2788               20.126            0.0275693
          18              20.0346              20.1209            0.0265009
          19              20.4034              20.1358            0.0289797
          20              20.1326              20.1356            0.0275311
          21               19.925              20.1256            0.0279873
          22              20.0868              20.1238            0.0267706
          23              20.1663              20.1257            0.0256702
          24              20.4553              20.1394            0.0280351
          25              20.0729              20.1367            0.0270395
          26              19.8357              20.1252            0.0283697
          27              19.9328               20.118            0.0281996
          28              20.1779              20.1202            0.0272734
          29               20.278              20.1256            0.0268701
          30              20.0906              20.1244            0.0259998
