#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.730734            -0.730734                    0
           2             -0.73053            -0.730632          7.24077e-05
           3            -0.730988            -0.730751           0.00010825
           4            -0.731422            -0.730919          0.000166561
           5            -0.730276             -0.73079          0.000175981
           6            -0.729713            -0.730611          0.000219933
           7            -0.729521            -0.730455          0.000237298
           8            -0.730498             -0.73046          0.000207696
           9            -0.729213            -0.730322          0.000226185
          10            -0.729893            -0.730279          0.000207591
          11            -0.730102            -0.730263          0.000189337
          12            -0.729865             -0.73023          0.000176438
          13            -0.730041            -0.730215          0.000163462
          14            -0.730647            -0.730246          0.000154674
          15            -0.730981            -0.730295          0.000151924
          16            -0.730107            -0.730283          0.000142881
          17             -0.73093            -0.730321          0.000139445
          18            -0.729742            -0.730289          0.000135364
          19            -0.728884            -0.730215          0.000147057
          20            -0.728902            -0.730149          0.000153653
          21            -0.729306            -0.730109          0.000151489
          22            -0.728852            -0.730052          0.000155008
          23            -0.729426            -0.730025          0.000150637
          24            -0.728195            -0.729949          0.000162512
          25            -0.729814            -0.729943            0.0001561
          26            -0.730246            -0.729955          0.000150528
          27            -0.730291            -0.729967          0.000145468
          28            -0.730969            -0.730003          0.000144602
          29            -0.729924                -0.73          0.000139642
          30            -0.730279             -0.73001          0.000135296
