#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.624852            -0.624852                    0
           2            -0.620812            -0.622832           0.00142836
           3            -0.624832            -0.623499           0.00109684
           4            -0.625496            -0.623998          0.000929364
           5            -0.622644            -0.623727          0.000781949
           6             -0.62304            -0.623613          0.000659959
           7             -0.62408            -0.623679          0.000569046
           8             -0.62152             -0.62341          0.000558277
           9            -0.623304            -0.623398          0.000496369
          10            -0.624048            -0.623463          0.000450971
          11            -0.622532            -0.623378          0.000417837
          12             -0.62438            -0.623462          0.000391269
          13              -0.6236            -0.623472          0.000361316
          14              -0.6201            -0.623231          0.000407975
          15            -0.622552            -0.623186          0.000383283
          16            -0.622784            -0.623161          0.000360151
          17            -0.622144            -0.623101          0.000343898
          18            -0.624736            -0.623192          0.000336572
          19            -0.622588             -0.62316          0.000320356
          20            -0.621672            -0.623086           0.00031286
          21            -0.625204            -0.623187          0.000313801
          22            -0.623564            -0.623204          0.000300006
          23            -0.621652            -0.623136          0.000294451
          24              -0.6237             -0.62316          0.000283118
          25            -0.625428            -0.623251          0.000285961
          26            -0.623716            -0.623268          0.000275522
          27            -0.623272            -0.623269          0.000265317
          28            -0.624528            -0.623314          0.000259626
          29            -0.623336            -0.623314          0.000250675
          30             -0.62426            -0.623346          0.000244293
          31            -0.622588            -0.623321          0.000237633
          32            -0.623472            -0.623326          0.000230253
          33            -0.621584            -0.623273          0.000229248
          34            -0.623416            -0.623278          0.000222544
          35            -0.623644            -0.623288          0.000216431
          36             -0.62308            -0.623282          0.000210497
          37             -0.62408            -0.623304          0.000205909
          38            -0.624076            -0.623324           0.00020149
          39              -0.6245            -0.623354          0.000198567
          40            -0.622448            -0.623332          0.000194891
