#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              158.142              158.142                    0
           2              153.688              155.915              1.57474
           3              160.365              157.398              1.60281
           4              159.596              157.948               1.2929
           5              151.394              156.637              1.56345
           6              157.846              156.838              1.31579
           7              159.909              157.277              1.19871
           8              157.257              157.275              1.04887
           9              156.569              157.196             0.935254
          10               160.09              157.486             0.885364
          11              159.922              157.707             0.832111
          12               159.62              157.866             0.777896
          13              157.077              157.806             0.720425
          14              152.987              157.462             0.746685
          15              161.971              157.762             0.755006
          16              156.467              157.681             0.712141
          17              153.778              157.452             0.706293
          18              154.866              157.308             0.681504
          19              154.837              157.178             0.657923
          20              156.655              157.152             0.625546
          21                157.3              157.159             0.595797
          22              159.102              157.247             0.575224
          23              155.088              157.153              0.55782
          24              161.112              157.318             0.558428
          25              166.333              157.679             0.642042
          26              162.879              157.879             0.647752
          27              157.141              157.852             0.624336
          28              153.015              157.679             0.625475
          29              159.137              157.729             0.605925
          30               156.99              157.704             0.586227
          31              159.918              157.776             0.571648
          32              154.571              157.676             0.562489
          33               156.12              157.629             0.547416
          34              155.004              157.551             0.536731
          35               157.62              157.553             0.521399
          36              159.171              157.598             0.508847
          37              156.037              157.556              0.49684
          38              161.913              157.671             0.496822
          39              157.385              157.663             0.484137
          40              161.095              157.749             0.479575
