#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              16.1117              16.1117                    0
           2              16.2819              16.1968            0.0601925
           3              16.0553              16.1496            0.0556134
           4              16.1047              16.1384            0.0428299
           5              16.3038              16.1715            0.0452706
           6              16.1596              16.1695            0.0377688
           7              16.5257              16.2204             0.057158
           8              16.3654              16.2385            0.0528085
           9              16.2937              16.2446             0.047295
          10              16.1817              16.2383            0.0429825
          11              16.5378              16.2656            0.0469125
          12              16.1213              16.2536            0.0445162
          13               16.552              16.2765            0.0466359
          14              15.8227              16.2441            0.0533952
          15              16.2978              16.2477            0.0499556
          16               16.024              16.2337            0.0487496
          17              16.2384               16.234            0.0458828
          18              16.1582              16.2298            0.0435262
          19               16.091              16.2225            0.0418435
          20              16.4463              16.2337            0.0412213
          21              16.5273              16.2476            0.0415629
          22              16.3556              16.2525            0.0399622
          23              16.3163              16.2553            0.0383208
          24              16.5486              16.2675            0.0386238
          25              16.5917              16.2805            0.0391943
          26              16.1281              16.2746            0.0381227
          27              16.3025              16.2757            0.0367247
          28              16.5359               16.285            0.0365702
          29              16.5104              16.2927            0.0361259
          30              16.7742              16.3088            0.0383214
          31                16.22              16.3059            0.0371921
          32              16.0525               16.298            0.0368636
          33               16.665              16.3091            0.0373866
          34              16.3448              16.3102            0.0363017
          35              16.3061              16.3101            0.0352647
          36              16.5545              16.3169            0.0349324
          37              16.3215               16.317            0.0339885
          38              16.4298              16.3199            0.0332235
          39              16.4989              16.3245            0.0326869
          40              16.3588              16.3254            0.0318809
