#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              21.8784              21.8784                    0
           2              22.0023              21.9403            0.0438118
           3              21.7128              21.8645            0.0684644
           4              21.5782              21.7929            0.0804956
           5              21.8057              21.7955             0.064437
           6              21.4893              21.7444            0.0710881
           7              21.7583              21.7464            0.0609603
           8              21.7241              21.7436            0.0534037
           9              22.3216              21.8078             0.076936
          10              21.8772              21.8148            0.0695546
          11               22.604              21.8865            0.0931519
          12              21.9131              21.8887            0.0854156
          13              21.8976              21.8894            0.0788479
          14              22.2305              21.9138            0.0768866
          15              21.9982              21.9194            0.0719664
          16               22.113              21.9315             0.068478
          17              22.6776              21.9754            0.0772441
          18              21.8015              21.9657            0.0735546
          19               22.282              21.9824            0.0715424
          20               21.985              21.9825            0.0679654
          21              21.5595              21.9624            0.0676482
          22              22.2918              21.9773            0.0662096
          23              21.7229              21.9663            0.0642488
          24              21.9765              21.9667            0.0615732
          25              22.4563              21.9863             0.062147
          26              21.7217              21.9761            0.0605841
          27              22.4318               21.993            0.0606454
          28              21.8521               21.988            0.0586881
          29              22.3229              21.9995            0.0577895
          30              21.4159              21.9801             0.059047
