#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              708.852              708.852                    0
           2              759.954              734.403              18.0672
           3              715.466              728.091              13.1012
           4              712.225              724.124               10.409
           5              716.926              722.685               8.4262
           6              713.936              721.226              7.14688
           7              722.065              721.346               6.1269
           8              767.738              727.145              7.62658
           9              709.798              725.218              7.01853
          10              745.877              727.284              6.61374
          11              746.467              729.028              6.23819
          12                730.1              729.117              5.71898
          13              730.733              729.241              5.28041
          14              743.004              730.224              4.99391
          15              741.297              730.962              4.71523
          16              747.481              731.995              4.53214
          17              762.282              733.776              4.60242
          18              722.643              733.158               4.3881
          19              732.968              733.148              4.15716
          20              739.641              733.473              3.96195
          21              724.059              733.024              3.79857
          22              755.759              734.058              3.76385
          23              737.326                734.2              3.60289
          24               735.79              734.266              3.45338
          25              763.102              735.419              3.50258
          26              753.459              736.113              3.43589
          27              779.154              737.707              3.65979
          28              737.772               737.71              3.52909
          29               765.23              738.659              3.53268
          30              720.359              738.049              3.46719
