#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.844349            -0.844349                    0
           2            -0.845544            -0.844946          0.000422567
           3            -0.844967            -0.844953          0.000281768
           4             -0.84473            -0.844897          0.000216807
           5            -0.843768            -0.844672          0.000266272
           6            -0.844813            -0.844695          0.000222932
           7            -0.843854            -0.844575          0.000221132
           8            -0.846906            -0.844866          0.000334305
           9             -0.84359            -0.844724           0.00032587
          10            -0.845858            -0.844838          0.000312364
          11            -0.845502            -0.844898          0.000289752
          12            -0.844178            -0.844838          0.000271744
          13            -0.844461            -0.844809          0.000252386
          14            -0.844726            -0.844803          0.000234429
          15            -0.846243            -0.844899          0.000237645
          16            -0.847168            -0.845041            0.0002617
          17            -0.846054            -0.845101          0.000253005
          18            -0.846222            -0.845163          0.000246505
          19            -0.844408            -0.845123          0.000236712
          20            -0.844987            -0.845116          0.000224974
          21            -0.843474            -0.845038          0.000227443
          22            -0.846055            -0.845084          0.000221752
          23             -0.84505            -0.845083          0.000212116
          24            -0.844842            -0.845073          0.000203515
          25            -0.845571            -0.845093          0.000196347
          26            -0.846808            -0.845159           0.00019957
          27            -0.846445            -0.845206           0.00019778
          28            -0.844898            -0.845195          0.000191024
          29            -0.845814            -0.845217          0.000185622
          30            -0.845111            -0.845213          0.000179468
