#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              14.6148              14.6148                    0
           2              13.0701              13.8424             0.546127
           3              15.2501              14.3117             0.528526
           4              15.4549              14.5975             0.467324
           5               13.736              14.4252             0.404373
           6                15.07              14.5326             0.350968
           7               14.355              14.5073             0.301746
           8              13.8906              14.4302             0.273698
           9              13.9898              14.3813             0.247622
          10              14.0175              14.3449             0.225516
          11              13.2042              14.2412             0.227612
          12              13.7653              14.2015             0.212072
          13              14.1016              14.1938             0.195898
          14              13.3266              14.1319             0.191448
          15                11.74              13.9724             0.235923
          16              15.5279              14.0697             0.240374
          17              15.4179               14.149              0.23896
          18              14.1043              14.1465             0.225697
          19              15.0217              14.1925             0.218469
          20              14.3196              14.1989             0.207638
          21              13.6518              14.1728             0.199378
          22              14.3569              14.1812             0.190491
          23              14.3181              14.1872             0.182302
          24              14.0718              14.1824             0.174769
          25              15.3126              14.2276             0.173527
          26              14.6594              14.2442             0.167646
          27               15.161              14.2781              0.16484
          28              14.5603              14.2882              0.15926
          29              13.4397              14.2589             0.156433
          30              12.8228              14.2111             0.158374
