     MU:      SIGMA:     E_MEASURED:    ERROR:
    -0.71247     0.71523    -0.38796   0.0045747
    -0.61136      1.0138    -0.13496    0.015684
    -0.44129      1.0541    -0.15126    0.014343
    -0.50831     0.85582     -0.2724   0.0065681
    -0.28328      0.7416   -0.092299   0.0057156
    -0.15522     0.97122    -0.24843   0.0058621
   -0.050708     0.94493    -0.23878    0.006157
     0.20007       1.026    -0.25873   0.0082949
     0.20007       1.026    -0.25873   0.0082949
     0.29974     0.80967    -0.19191   0.0048266
    0.025395      1.0891    -0.22325      0.0125
     0.11075      1.2754    0.074974     0.02554
   -0.029686      1.1264    -0.18376    0.015456
    0.026564     0.88709    -0.21607   0.0051569
    0.026564     0.88709    -0.21607   0.0051569
    0.026564     0.88709    -0.21607   0.0051569
    0.077346      1.1275    -0.19526    0.012716
     0.34687      1.0858     -0.1597    0.015014
     0.34687      1.0858     -0.1597    0.015014
     0.34687      1.0858     -0.1597    0.015014
      0.2148      1.1329    -0.17523    0.013987
     0.48485       1.139   -0.029964    0.020985
     0.48485       1.139   -0.029964    0.020985
     0.48485       1.139   -0.029964    0.020985
     0.48485       1.139   -0.029964    0.020985
     0.25438      1.2142  0.00033157    0.021071
     0.25438      1.2142  0.00033157    0.021071
     0.52503      1.0297    -0.15517     0.01459
      0.2872      1.1932    0.034949    0.026686
    0.045383       1.325     0.25805    0.034671
    0.051447      1.2547     0.10174    0.027912
     0.30194       1.096    -0.14959     0.01692
     0.20857      1.0211     -0.2462   0.0077018
     0.50012     0.86534    -0.26595   0.0067238
     0.74432     0.67541    -0.41459   0.0038171
     0.74432     0.67541    -0.41459   0.0038171
      0.9476     0.71379    -0.27923   0.0083096
     0.85923      0.8256    -0.17193    0.014555
     0.96297     0.73456    -0.18174    0.011999
     0.70724      1.0239    0.004255    0.021521
     0.70724      1.0239    0.004255    0.021521
     0.70724      1.0239    0.004255    0.021521
     0.56883      0.7929     -0.2982    0.006091
     0.56883      0.7929     -0.2982    0.006091
     0.60354     0.57531    -0.30589   0.0036125
     0.60354     0.57531    -0.30589   0.0036125
     0.52126     0.72935    -0.27694   0.0035819
     0.52126     0.72935    -0.27694   0.0035819
     0.60407     0.57673    -0.30728   0.0035881
     0.76893     0.57288    -0.42307   0.0026378
     0.76893     0.57288    -0.42307   0.0026378
     0.76893     0.57288    -0.42307   0.0026378
     0.85026     0.50781    -0.29862   0.0056441
     0.73417     0.79381    -0.30831   0.0093429
     0.74247     0.85254    -0.24928    0.012258
     0.53749     0.62291    -0.23891   0.0040803
     0.53749     0.62291    -0.23891   0.0040803
     0.78753     0.61985    -0.44571   0.0020827
     0.78753     0.61985    -0.44571   0.0020827
     0.64793     0.69652    -0.36458   0.0032144
     0.72607     0.69915    -0.39583   0.0042005
     0.72607     0.69915    -0.39583   0.0042005
     0.74314     0.83771    -0.27061    0.010835
     0.77655     0.59884    -0.44017   0.0022326
     0.57494     0.68543    -0.30717   0.0031461
