#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              14.2897              14.2897                    0
           2              14.3127              14.3012           0.00810572
           3              14.2534              14.2853            0.0140982
           4              14.1218              14.2444            0.0369275
           5              14.0612              14.2078            0.0441201
           6              14.3547              14.2323            0.0430284
           7              14.2236               14.231            0.0368992
           8              14.1732              14.2238            0.0329882
           9              14.1184              14.2121            0.0313335
          10              14.1201              14.2029            0.0295187
          11              14.4854              14.2286             0.036331
          12              14.1797              14.2245            0.0335307
          13              14.0811              14.2135            0.0327154
          14              14.0853              14.2043            0.0316339
          15               14.219              14.2053            0.0295402
          16              14.1014              14.1988            0.0283993
          17              14.2094              14.1994            0.0267356
          18                14.25              14.2022            0.0253974
          19              14.3746              14.2113            0.0256296
          20              14.1792              14.2097            0.0243984
          21              14.1341              14.2061            0.0235006
          22              14.1726              14.2046            0.0224816
          23              14.1776              14.2034            0.0215348
          24              14.2578              14.2057            0.0207563
          25              14.2594              14.2078             0.020037
          26              14.1948              14.2073            0.0192727
          27              14.2314              14.2082            0.0185796
          28              14.3256              14.2124            0.0183831
          29              14.1184              14.2092            0.0180329
          30               14.258              14.2108            0.0175051
