#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.571452            -0.571452                    0
           2            -0.571415            -0.571434          1.30108e-05
           3             -0.57187            -0.571579          0.000118981
           4            -0.570954            -0.571423          0.000162007
           5            -0.571021            -0.571342          0.000148219
           6            -0.572508            -0.571537          0.000216115
           7            -0.572036            -0.571608          0.000196662
           8            -0.571166            -0.571553          0.000179686
           9             -0.57216             -0.57162          0.000171925
          10            -0.571528            -0.571611          0.000154979
          11             -0.57097            -0.571553          0.000151436
          12            -0.572575            -0.571638          0.000161012
          13            -0.570968            -0.571586          0.000156657
          14            -0.571681            -0.571593          0.000145612
          15            -0.572566            -0.571658          0.000149642
          16            -0.571839            -0.571669          0.000140718
          17            -0.571426            -0.571655          0.000133168
          18            -0.571674            -0.571656          0.000125775
          19             -0.57172            -0.571659            0.0001192
          20            -0.571385            -0.571646          0.000114028
          21            -0.571205            -0.571625          0.000110514
          22            -0.572481            -0.571664          0.000112133
          23            -0.571594            -0.571661          0.000107298
          24            -0.571638             -0.57166          0.000102831
          25            -0.570691            -0.571621          0.000105763
          26             -0.57045            -0.571576          0.000110876
          27             -0.57162            -0.571578          0.000106781
          28            -0.571179            -0.571563          0.000103911
          29            -0.572544            -0.571597          0.000105688
          30            -0.571424            -0.571591          0.000102322
