#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1               10.588               10.588                    0
           2              10.5736              10.5808           0.00510843
           3              10.5499              10.5705           0.00906924
           4              10.2421              10.4884            0.0714329
           5               10.381              10.4669            0.0602926
           6              10.3547              10.4482            0.0530684
           7              10.5614              10.4644            0.0478869
           8              10.5902              10.4801             0.044409
           9              10.5619              10.4892            0.0403938
          10              10.5889              10.4992            0.0375654
          11              10.4394              10.4937            0.0345409
          12              10.4904              10.4935            0.0316636
          13              10.5435              10.4973            0.0294608
          14               10.398              10.4902            0.0281974
          15              10.3261              10.4793            0.0283621
          16              10.5151              10.4815            0.0266778
          17              10.4337              10.4787            0.0252563
          18              10.1367              10.4597            0.0301654
          19              10.3025              10.4514            0.0296902
          20              10.4671              10.4522             0.028216
          21              10.6441              10.4614            0.0283133
          22               10.483              10.4623            0.0270434
          23              10.2642              10.4537            0.0272056
          24              10.4898              10.4552            0.0261134
          25              10.3971              10.4529            0.0251721
          26              10.5767              10.4577              0.02465
          27                10.34              10.4533            0.0241194
          28              10.3186              10.4485            0.0237329
          29              10.5267              10.4512            0.0230673
          30              10.5765              10.4554            0.0226733
          31              10.4553              10.4554            0.0219419
          32              10.4319              10.4546            0.0212684
          33              10.3822              10.4524            0.0207368
          34              10.3862              10.4505            0.0202183
          35               10.823              10.4611            0.0222664
          36              10.4747              10.4615            0.0216511
          37               10.415              10.4602            0.0211024
          38              10.3254              10.4567            0.0208432
          39              10.5445              10.4589              0.02043
          40              10.6623               10.464            0.0205422
