#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1             -0.47906             -0.47906                    0
           2            -0.476932            -0.477996          0.000752362
           3            -0.476224            -0.477405          0.000695822
           4            -0.479076            -0.477823          0.000634964
           5             -0.47988            -0.478234          0.000627243
           6            -0.476104            -0.477879          0.000615044
           7             -0.48074            -0.478288          0.000648898
           8            -0.478764            -0.478348          0.000570507
           9            -0.478092            -0.478319          0.000507824
          10            -0.476668            -0.478154          0.000483138
          11            -0.478568            -0.478192           0.00044068
          12            -0.478492            -0.478217          0.000404667
          13            -0.477096             -0.47813           0.00038261
          14            -0.478952            -0.478189          0.000359753
          15            -0.477152             -0.47812          0.000342349
          16            -0.479404              -0.4782          0.000330224
          17            -0.478772            -0.478234          0.000312507
          18            -0.479036            -0.478278          0.000298306
          19            -0.478416            -0.478286          0.000282694
          20            -0.478776             -0.47831           0.00026962
          21            -0.478844            -0.478336          0.000257976
          22            -0.479328            -0.478381          0.000250163
          23            -0.476128            -0.478283          0.000257748
          24             -0.48024            -0.478364          0.000259589
          25             -0.47726             -0.47832          0.000252936
          26             -0.47752            -0.478289          0.000245073
          27             -0.47716            -0.478248          0.000239539
          28             -0.47806            -0.478241          0.000231078
          29            -0.478652            -0.478255          0.000223544
          30             -0.47526            -0.478155          0.000237341
          31            -0.478476            -0.478166           0.00022991
          32            -0.477408            -0.478142          0.000223941
          33            -0.478824            -0.478163          0.000218107
          34              -0.4767             -0.47812          0.000215892
          35            -0.477964            -0.478115          0.000209769
          36            -0.479256            -0.478147          0.000206323
          37               -0.479             -0.47817          0.000202031
          38             -0.47758            -0.478154           0.00019731
          39            -0.477912            -0.478148          0.000192348
          40            -0.477592            -0.478134          0.000188041
