#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.630153            -0.630153                    0
           2            -0.630004            -0.630078          5.26087e-05
           3            -0.631764             -0.63064          0.000460101
           4            -0.630898            -0.630705          0.000349544
           5            -0.630616            -0.630687          0.000280084
           6            -0.630918            -0.630725          0.000236047
           7            -0.630071            -0.630632          0.000220054
           8            -0.630983            -0.630676          0.000196877
           9            -0.631472            -0.630764          0.000193858
          10            -0.630278            -0.630716           0.00018046
          11            -0.630409            -0.630688          0.000166198
          12            -0.631828            -0.630783           0.00017744
          13            -0.630629            -0.630771          0.000164186
          14            -0.629469            -0.630678          0.000176854
          15            -0.631313             -0.63072          0.000170052
          16            -0.632053            -0.630804          0.000178656
          17            -0.630637            -0.630794          0.000168416
          18            -0.630506            -0.630778          0.000159819
          19            -0.630637             -0.63077           0.00015158
          20            -0.631222            -0.630793           0.00014567
          21            -0.631365             -0.63082          0.000141256
          22            -0.631379            -0.630846          0.000137102
          23            -0.630788            -0.630843          0.000131164
          24            -0.631187            -0.630857           0.00012648
          25            -0.631258            -0.630873          0.000122434
          26             -0.62964            -0.630826          0.000126582
          27            -0.630456            -0.630812          0.000122634
          28            -0.631156            -0.630825          0.000118867
          29            -0.631316            -0.630842          0.000115969
          30            -0.630637            -0.630835          0.000112304
