#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              164.967              164.967                    0
           2              161.402              163.185              1.26046
           3              164.463              163.611             0.909523
           4              166.099              164.233             0.869215
           5              160.776              163.541             0.930574
           6              166.338              164.008             0.884542
           7              164.224              164.038             0.758717
           8              166.245              164.314             0.712258
           9              162.766              164.142              0.65357
          10              165.861              164.314             0.610402
          11              165.649              164.435             0.566851
          12              165.617              164.534              0.52809
          13              164.625              164.541             0.487514
          14              164.067              164.507             0.453866
          15               160.75              164.257             0.487862
          16              163.531              164.211             0.459474
          17              162.589              164.116             0.442248
          18              166.266              164.235             0.433518
          19              167.343              164.399             0.440478
          20              167.417               164.55             0.443546
          21              164.235              164.535             0.422678
          22              163.403              164.483             0.406585
          23              165.563               164.53             0.391608
          24              163.767              164.498              0.37658
          25              166.256              164.569             0.368022
          26              166.326              164.636             0.360017
          27              166.059              164.689             0.350519
          28              165.162              164.706             0.338407
          29              167.133               164.79             0.336932
          30              162.648              164.718             0.333178
