#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1               3.5221               3.5221                    0
           2               3.1586              3.34035             0.128517
           3               3.3024               3.3277            0.0862981
           4              3.22392              3.30175            0.0685128
           5              3.22686              3.28678            0.0564239
           6              3.22578              3.27661             0.047927
           7              3.51066              3.31005            0.0514376
           8              3.15008              3.29005            0.0487397
           9               3.2101              3.28117            0.0441263
          10               3.0593              3.25898            0.0449466
          11              3.32914              3.26536            0.0413107
          12              3.23444              3.26278            0.0379484
          13              3.42886              3.27556            0.0371174
          14               3.4331              3.28681            0.0361317
          15              3.42374              3.29594            0.0348571
          16              3.23912              3.29239            0.0328589
          17              3.08862               3.2804              0.03304
          18              3.43182              3.28881            0.0322575
          19               3.0869              3.27819            0.0322628
          20              3.57834              3.29319            0.0339613
          21              3.03066              3.28069            0.0345686
          22              3.31174               3.2821            0.0330261
          23              3.24522               3.2805            0.0316291
          24              3.28136              3.28054            0.0303113
          25              3.05844              3.27165            0.0303728
          26              3.23458              3.27023             0.029238
          27              3.19926               3.2676             0.028273
          28              3.17192              3.26418             0.027469
          29              3.11184              3.25893            0.0270194
          30               3.4402              3.26497            0.0267859
