#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              16.6267              16.6267                    0
           2              16.4967              16.5617            0.0459551
           3              16.7944              16.6393            0.0703494
           4              16.6396              16.6394            0.0527621
           5              16.5085              16.6132            0.0482673
           6              16.6447              16.6184            0.0405084
           7              16.5508              16.6088            0.0358545
           8              16.6492              16.6138            0.0317264
           9               16.663              16.6193             0.028667
          10              16.6636              16.6237             0.026141
          11              16.7077              16.6314            0.0248549
          12              16.4646              16.6175             0.026386
          13              16.5609              16.6131            0.0247123
          14              16.6864              16.6184             0.023495
          15              16.4858              16.6095            0.0235325
          16              16.6739              16.6135            0.0224028
          17              16.7112              16.6193            0.0218095
          18              16.6456              16.6207             0.020647
          19              16.6268              16.6211            0.0195628
          20              16.6773              16.6239            0.0187856
          21               16.594              16.6225            0.0179447
          22              16.4524              16.6147              0.01872
          23              16.4993              16.6097            0.0185666
          24              16.4769              16.6042            0.0185991
          25              16.9503               16.618            0.0224239
          26              16.7247              16.6221            0.0219337
          27              16.6991               16.625            0.0213058
          28              16.7675              16.6301            0.0211444
          29              16.4742              16.6247            0.0210873
          30              16.4199              16.6179            0.0214614
