#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              79.9312              79.9312                    0
           2              80.1384              80.0348             0.073248
           3              79.9781              80.0159            0.0512107
           4              79.8875              79.9838            0.0474207
           5              78.7747               79.742               0.2196
           6              79.9569              79.7778             0.185899
           7              79.6288              79.7565             0.160556
           8              79.9586              79.7818             0.142459
           9              80.1735              79.8253             0.133112
          10              79.7026               79.813             0.120365
          11              80.2682              79.8544              0.11632
          12              79.0552              79.7878             0.124239
          13              79.5472              79.7693             0.116052
          14              80.3465              79.8105             0.114852
          15              79.8819              79.8153             0.107294
          16              80.6301              79.8662             0.112023
          17              79.9783              79.8728             0.105627
          18              79.9029              79.8745            0.0997723
          19              80.2545              79.8945            0.0965049
          20              79.9378              79.8966             0.091704
          21              80.2484              79.9134            0.0888533
          22              79.8366              79.9099            0.0848831
          23              79.7498              79.9029            0.0814775
          24              79.6271              79.8914            0.0788892
          25               80.202              79.9039            0.0767053
          26              80.7277              79.9356            0.0800323
          27              79.4233              79.9166            0.0792845
          28              79.8606              79.9146            0.0764781
          29              80.8485              79.9468             0.080336
          30              81.3439              79.9934            0.0901523
