#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              1.53338              1.53338                    0
           2              1.50538              1.51938           0.00989949
           3              1.57986              1.53954            0.0177343
           4               1.6135              1.55803            0.0208163
           5              1.74808              1.59604            0.0378567
           6               1.5985              1.59645            0.0315495
           7              1.56248               1.5916            0.0274131
           8              1.62214              1.59542            0.0242509
           9              1.62456              1.59865            0.0217715
          10              1.67814               1.6066            0.0209953
          11              1.66966              1.61233            0.0198538
          12              1.41646              1.59601            0.0239885
          13               1.7378              1.60692            0.0244976
          14              1.75862              1.61775            0.0250297
          15               1.5314                1.612             0.024014
          16              1.64832              1.61427            0.0226202
          17                1.595              1.61313             0.021318
          18               1.5411              1.60913            0.0205058
          19              1.50524              1.60366            0.0201424
          20              1.65126              1.60604            0.0192754
          21              1.83464              1.61693            0.0212097
          22              1.66708              1.61921            0.0203677
          23              1.60264              1.61849            0.0194949
          24              1.55526              1.61585            0.0188598
          25              1.46194               1.6097            0.0190838
          26              1.49718              1.60537            0.0188341
          27              1.60348               1.6053            0.0181367
          28              1.63796              1.60647            0.0175264
          29              1.56344              1.60498            0.0169847
          30              1.59282              1.60458            0.0164234
