#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              11.1425              11.1425                    0
           2              11.0641              11.1033            0.0277069
           3              11.1943              11.1336            0.0308865
           4              11.0818              11.1207            0.0257381
           5              11.1203              11.1206            0.0205906
           6              11.0988               11.117            0.0174764
           7              11.0495              11.1073             0.017437
           8              10.9946              11.0932            0.0201612
           9              11.1604              11.1007            0.0192512
          10              11.0674              11.0974             0.017612
          11              11.2079              11.1074             0.018658
          12              11.1289              11.1092            0.0171888
          13               11.108              11.1091            0.0158668
          14              10.9514              11.0978             0.018302
          15              11.1357              11.1004            0.0172552
          16              11.0201              11.0953            0.0168897
          17              11.1315              11.0975            0.0160292
          18              11.0909              11.0971            0.0151429
          19              11.1133               11.098            0.0143699
          20              11.0853              11.0973            0.0136653
          21              11.1973              11.1021            0.0138196
          22              11.0784               11.101            0.0132333
          23              11.0878              11.1004            0.0126704
          24              11.0737              11.0993            0.0121915
          25              11.0825              11.0986            0.0117224
          26              11.0868              11.0982            0.0112804
          27              11.0401               11.096            0.0110658
          28              11.0706              11.0951            0.0107078
          29              11.0593              11.0939            0.0104098
          30              11.0724              11.0932            0.0100874
