#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.469922            -0.469922                    0
           2            -0.469895            -0.469909          9.61665e-06
           3            -0.470065            -0.469961          4.29391e-05
           4            -0.469295            -0.469794          0.000147661
           5            -0.469914            -0.469818          0.000120064
           6            -0.469915            -0.469835          0.000101131
           7            -0.469573            -0.469797          9.33403e-05
           8            -0.469752            -0.469791          8.18431e-05
           9            -0.469906            -0.469804          7.37248e-05
          10            -0.469574            -0.469781          6.98414e-05
          11            -0.470622            -0.469858          9.66311e-05
          12            -0.470166            -0.469883          9.19241e-05
          13            -0.469158            -0.469827          0.000100381
          14                -0.47             -0.46984          9.39642e-05
          15            -0.470046            -0.469854          8.87039e-05
          16            -0.469939            -0.469859          8.33213e-05
          17             -0.46967            -0.469848          7.91544e-05
          18            -0.471378            -0.469933          0.000111434
          19            -0.470274            -0.469951          0.000107002
          20            -0.469513            -0.469929          0.000103869
          21            -0.469336            -0.469901          0.000102688
          22            -0.470315            -0.469919          9.97342e-05
          23            -0.469984            -0.469922          9.54374e-05
          24            -0.469286            -0.469896          9.50676e-05
          25             -0.47089            -0.469936          9.92285e-05
          26            -0.469588            -0.469922          9.63082e-05
          27            -0.469613            -0.469911          9.34204e-05
          28            -0.470632            -0.469936          9.35681e-05
          29            -0.470301            -0.469949           9.1181e-05
          30            -0.469191            -0.469924          9.15742e-05
