#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              10.0684              10.0684                    0
           2              10.1533              10.1109            0.0300427
           3              10.1094              10.1104            0.0200324
           4              10.0604              10.0979            0.0185142
           5              10.0144              10.0812             0.021036
           6              10.0689              10.0791            0.0176285
           7              10.1534              10.0897            0.0180196
           8              10.1121              10.0925            0.0159826
           9              10.1691               10.101            0.0163152
          10              10.0614              10.0971            0.0151576
          11               10.127              10.0998             0.014022
          12              10.1158              10.1011             0.012917
          13              10.1176              10.1024            0.0119854
          14              10.0453              10.0983            0.0118038
          15              10.0289              10.0937            0.0118898
          16              10.0882              10.0934            0.0111516
          17              10.1647              10.0976            0.0112586
          18              10.1525              10.1006            0.0110394
          19              10.0943              10.1003            0.0104633
          20               9.9996              10.0952             0.011085
          21              10.0716              10.0941            0.0106141
          22              10.0693               10.093            0.0101916
          23              10.1392               10.095           0.00994458
          24              10.1485              10.0972           0.00977706
          25              10.1628              10.0999           0.00973193
          26              10.1447              10.1016           0.00950908
          27              10.1319              10.1027           0.00922284
          28              10.1213              10.1034           0.00891743
          29              10.2219              10.1075           0.00950116
          30              10.1132              10.1076           0.00918637
