#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              70.1438              70.1438                    0
           2              70.4177              70.2808            0.0968697
           3              70.8633              70.4749             0.171186
           4              71.8014              70.8065             0.314578
           5              70.9813              70.8415             0.253598
           6              71.5521              70.9599             0.237384
           7              70.9778              70.9625             0.203486
           8                71.61              71.0434             0.193477
           9              71.2964              71.0715              0.17401
          10              69.7757               70.942             0.199093
          11              71.9062              71.0296              0.19936
          12              70.8772              71.0169             0.183151
          13              70.9227              71.0097             0.169206
          14              70.9923              71.0084             0.157124
          15              71.0799              71.0132             0.146722
          16              70.0276              70.9516             0.149925
          17              70.3157              70.9142             0.145698
          18              71.1307              70.9262             0.138099
          19              70.7815              70.9186             0.131041
          20              71.0116              70.9232             0.124572
          21              70.7704               70.916             0.118852
          22              70.3703              70.8912             0.116009
          23              70.8633              70.8899             0.110972
          24              70.3555              70.8677              0.10856
          25               71.026               70.874             0.104402
          26              70.8228               70.872             0.100405
          27               70.278                70.85            0.0990673
          28              70.8759               70.851            0.0955335
          29               71.717              70.8808            0.0967942
          30              70.8818              70.8809            0.0935678
