#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.742828            -0.742828                    0
           2             -0.73992            -0.741374           0.00102813
           3              -0.7435            -0.742083             0.000897
           4            -0.741944            -0.742048           0.00067342
           5            -0.741772            -0.741993          0.000540993
           6            -0.739016            -0.741497          0.000639038
           7            -0.740688            -0.741381          0.000558091
           8            -0.738192            -0.740983          0.000614425
           9            -0.738376            -0.740693          0.000610607
          10            -0.738908            -0.740514          0.000575042
          11              -0.7423            -0.740677          0.000545196
          12            -0.740764            -0.740684          0.000499811
          13            -0.740464            -0.740667          0.000461651
          14            -0.740468            -0.740653          0.000428895
          15            -0.739716             -0.74059          0.000404824
          16            -0.741792            -0.740666          0.000386425
          17             -0.73838            -0.740531          0.000386374
          18            -0.739588            -0.740479          0.000368444
          19            -0.740248            -0.740467          0.000349252
          20            -0.738496            -0.740368          0.000345407
          21             -0.74008            -0.740354          0.000329232
          22            -0.743752            -0.740509          0.000348614
          23            -0.738936             -0.74044          0.000340097
          24            -0.737864            -0.740333          0.000342449
          25            -0.741936            -0.740397            0.0003347
          26            -0.741396            -0.740436          0.000324024
          27            -0.741416            -0.740472          0.000314052
          28            -0.740056            -0.740457          0.000303186
          29            -0.741608            -0.740497          0.000295318
          30            -0.742392             -0.74056          0.000292154
          31             -0.74044            -0.740556          0.000282755
          32            -0.740084            -0.740541          0.000274303
          33            -0.737692            -0.740455          0.000279249
          34            -0.739688            -0.740432          0.000271945
          35            -0.740784            -0.740442          0.000264361
          36            -0.738588            -0.740391          0.000261988
          37            -0.739724            -0.740373          0.000255527
          38            -0.740816            -0.740385          0.000249068
          39            -0.738432            -0.740334          0.000247662
          40             -0.74038            -0.740336          0.000241474
