#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1               6.5933               6.5933                    0
           2               5.9201               6.2567             0.238012
           3               8.5518              7.02173             0.644486
           4               6.2826              6.83695             0.509166
           5                6.123              6.69416             0.426885
           6               5.9859              6.57612               0.3717
           7               6.2778               6.5335             0.321034
           8                7.126              6.60756             0.289322
           9               6.5576              6.60201             0.257228
          10               5.5705              6.49886             0.251338
          11               6.1437              6.46657             0.230554
          12               5.5321               6.3887             0.224107
          13               6.2889              6.38102             0.206999
          14               5.9208              6.34815             0.194806
          15               5.4719              6.28973             0.190377
          16               6.6088              6.30967             0.179519
          17               4.7301              6.21676             0.191502
          18               6.9521              6.25761             0.185169
          19               7.2176              6.30814             0.182186
          20                5.872              6.28633             0.174377
          21                5.174              6.23336             0.173932
          22               6.5006              6.24551              0.16645
          23               5.6952              6.22158             0.160923
          24               6.7145              6.24212             0.155523
          25               6.5416               6.2541             0.149763
          26               5.7357              6.23416             0.145324
          27               7.7657              6.29089             0.150606
          28               5.6615              6.26841             0.146895
          29               5.4053              6.23864             0.144813
          30               5.1255              6.20154             0.144661
          31               5.9839              6.19452             0.140165
          32               5.3089              6.16684              0.13849
          33               5.3254              6.14135             0.136621
          34               6.2214               6.1437             0.132623
          35               8.2768              6.20465             0.142149
          36                6.565              6.21466             0.138552
          37               5.9795               6.2083             0.134954
          38               7.0046              6.22926             0.133019
          39               7.2434              6.25526             0.132126
          40               8.0779              6.30082             0.136454
