#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              318.929              318.929                    0
           2              331.471                325.2              4.43396
           3              351.509               333.97              7.74649
           4              308.435              327.586               8.0199
           5              307.286              323.526              7.37227
           6              317.198              322.471              6.21853
           7              302.972              319.686              5.92129
           8              319.025              319.603               5.1817
           9              314.424              319.028              4.63781
          10              294.678              316.593              4.77062
          11              322.854              317.162              4.37076
          12              330.399              318.265              4.14338
          13              304.791              317.229              3.95217
          14              332.423              318.314              3.81598
          15              307.798              317.613              3.62541
          16              315.997              317.512              3.40023
          17               313.15              317.255              3.20988
          18              315.112              317.136              3.03376
          19              311.207              316.824               2.8901
          20              302.944               316.13              2.82769
          21              306.796              315.686              2.72775
          22              318.714              315.823              2.60723
          23              319.275              315.973              2.49819
          24              297.381              315.199              2.51134
          25              303.493               314.73              2.45415
          26              327.035              315.204              2.40496
          27              324.683              315.555              2.34137
          28               317.08              315.609              2.25838
          29              298.358              315.014               2.2575
          30              330.447              315.529              2.24009
          31              330.688              316.018              2.22057
          32              311.744              315.884              2.15519
          33              291.556              315.147              2.21238
          34              320.142              315.294              2.15218
          35              333.919              315.826              2.15548
          36              315.093              315.806               2.0957
          37              315.963               315.81              2.03906
          38               311.83              315.705              1.98809
          39              304.278              315.412              1.95859
          40               342.57              316.091              2.02389
