#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              18.1291              18.1291                    0
           2              18.2283              18.1787            0.0350508
           3               18.224              18.1938            0.0264233
           4              17.9394              18.1302            0.0585394
           5              18.1415              18.1325            0.0468754
           6              18.2937              18.1593             0.046123
           7              18.1203              18.1538            0.0398696
           8              18.1712               18.156            0.0349455
           9              18.1098              18.1508             0.031437
          10              18.2035              18.1561            0.0287321
          11              18.1404              18.1547            0.0261553
          12               18.134               18.153            0.0240321
          13              18.0598              18.1458            0.0232281
          14              18.0761              18.1408            0.0220952
          15              18.0537               18.135            0.0213709
          16              18.0344              18.1287            0.0209406
          17              18.3404              18.1412            0.0231172
          18              18.0522              18.1362            0.0223556
          19               18.294              18.1445            0.0226688
          20              18.1045              18.1425            0.0216236
          21              18.2164               18.146            0.0208783
          22              18.1231               18.145            0.0199553
          23              18.1398              18.1448            0.0190889
          24              18.2688              18.1499            0.0189805
          25               18.121              18.1488            0.0182566
          26              18.1326              18.1482             0.017565
          27              18.1476              18.1481            0.0169145
          28              18.1645              18.1487            0.0163204
          29              18.3006               18.154            0.0165766
          30              18.0838              18.1516             0.016188
