#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              206.296              206.296                    0
           2              206.996              206.646             0.247413
           3              207.265              206.852             0.235815
           4              208.104              207.165             0.323631
           5              205.152              206.762             0.443491
           6              205.207              206.503             0.438857
           7              207.669               206.67             0.406553
           8              206.769              206.682             0.355924
           9              209.498              206.995             0.432567
          10              208.942               207.19             0.430912
          11              206.026              207.084             0.404526
          12              206.119              207.004             0.378719
          13              202.245              206.637             0.495897
          14              203.664              206.425             0.503922
          15               209.82              206.651             0.518656
          16              209.267              206.815              0.51135
          17              205.707               206.75             0.485403
          18               209.05              206.877             0.474955
          19              204.652               206.76              0.46417
          20              207.938              206.819             0.444681
          21              211.493              207.042             0.475952
          22              208.617              207.113             0.459673
          23              207.946               207.15             0.441111
          24              207.864              207.179             0.423734
          25              207.814              207.205             0.407545
          26               205.65              207.145             0.396234
          27              208.982              207.213             0.387359
          28              206.146              207.175             0.375393
          29              206.738               207.16              0.36275
          30              209.358              207.233             0.357981
