#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              17.9907              17.9907                    0
           2              18.0016              17.9962           0.00387965
           3              18.2696              18.0873            0.0744675
           4               18.283              18.1362            0.0701042
           5              18.1235              18.1337            0.0561299
           6              18.1406              18.1348            0.0467868
           7              18.0676              18.1252            0.0410759
           8              18.1986              18.1344            0.0369521
           9              18.1264              18.1335            0.0328572
          10              18.1261              18.1328            0.0295798
          11               18.393              18.1564            0.0350964
          12              17.9537              18.1395            0.0360081
          13              18.1174              18.1378            0.0332785
          14              18.1447              18.1383            0.0309051
          15              18.0695              18.1337            0.0291831
          16               18.294              18.1438             0.029028
          17              18.4147              18.1597            0.0313936
          18              18.3053              18.1678            0.0306735
          19              18.0574               18.162            0.0296043
          20               18.194              18.1636            0.0281672
          21              18.2022              18.1654             0.026886
          22              18.0975              18.1623            0.0258403
          23              17.9973              18.1552            0.0256938
          24              18.0737              18.1518            0.0248466
          25              18.3441              18.1595            0.0250159
          26              18.0648              18.1558            0.0243175
          27              18.2618              18.1597            0.0237318
          28              18.2115              18.1616            0.0229562
          29              18.2563              18.1649            0.0223958
          30              17.9707              18.1584            0.0225652
