#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.672076            -0.672076                    0
           2            -0.671192            -0.671634          0.000312541
           3            -0.672083            -0.671784           0.00024158
           4            -0.670587            -0.671485          0.000316131
           5            -0.670414             -0.67127          0.000317279
           6              -0.6707            -0.671175          0.000278277
           7            -0.670601            -0.671093          0.000250335
           8            -0.670663            -0.671039          0.000224741
           9            -0.671498             -0.67109          0.000205453
          10            -0.670252            -0.671007          0.000201288
          11            -0.670342            -0.670946          0.000191831
          12            -0.670572            -0.670915          0.000178362
          13            -0.669006            -0.670768          0.000216803
          14            -0.669646            -0.670688          0.000215636
          15            -0.671773             -0.67076          0.000213043
          16            -0.672166            -0.670848          0.000217078
          17            -0.669748            -0.670783          0.000213738
          18            -0.671318            -0.670813          0.000203919
          19            -0.670246            -0.670783          0.000195356
          20            -0.670256            -0.670757          0.000187359
          21            -0.671927            -0.670813          0.000186541
          22            -0.671155            -0.670828           0.00017871
          23            -0.670884            -0.670831          0.000170956
          24            -0.670962            -0.670836           0.00016392
          25            -0.671333            -0.670856          0.000158563
          26            -0.670255            -0.670833          0.000154139
          27            -0.671201            -0.670847          0.000149031
          28            -0.669642            -0.670804          0.000149785
          29            -0.670846            -0.670805          0.000144627
          30             -0.67121            -0.670818          0.000140433
