#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              79.1269              79.1269                    0
           2              79.8463              79.4866             0.254361
           3              80.0439              79.6724             0.227519
           4              80.3095              79.8317             0.219428
           5              79.5688              79.7791             0.181729
           6              80.6765              79.9287             0.203901
           7               80.238              79.9729             0.179498
           8              81.6004              80.1763             0.246742
           9              80.4839              80.2105             0.221681
          10              78.6913              80.0586             0.246122
          11              82.0618              80.2407              0.28322
          12              80.2008              80.2373             0.259638
          13              79.9741              80.2171             0.240454
          14              80.7341               80.254             0.226096
          15              81.2835              80.3226             0.221194
          16              78.6532              80.2183              0.23067
          17              79.8579              80.1971             0.218073
          18              80.0157               80.187             0.206191
          19              79.4531              80.1484             0.198924
          20               80.174              80.1497             0.188982
          21              80.2699              80.1554             0.180069
          22              79.3666              80.1195             0.175418
          23              80.1165              80.1194             0.167791
          24              79.1548              80.0792             0.165544
          25              80.3752              80.0911             0.159345
          26              80.1728              80.0942             0.153247
          27              79.5024              80.0723              0.14913
          28              80.1117              80.0737             0.143811
          29               80.897              80.1021             0.141626
          30              80.7268              80.1229             0.138428
