#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              1.57788              1.57788                    0
           2              1.64782              1.61285            0.0247275
           3              1.46752              1.56441            0.0428516
           4              1.51088              1.55103            0.0341643
           5              1.45904              1.53263            0.0319025
           6              1.57046              1.53893            0.0272013
           7              1.69042              1.56057            0.0307414
           8               1.7081              1.57902            0.0319546
           9              1.45208              1.56491            0.0313625
          10              1.52452              1.56087            0.0284852
          11               1.5557               1.5604            0.0258995
          12              1.41536              1.54832            0.0264114
          13               1.6164              1.55355            0.0248936
          14              1.70502              1.56437            0.0253578
          15              1.39394              1.55301            0.0260889
          16              1.58306              1.55489            0.0245259
          17               1.7903              1.56874            0.0267079
          18              1.52102              1.56608            0.0253554
          19               1.6276              1.56932            0.0242267
          20              1.56686               1.5692            0.0230157
          21              1.64378              1.57275             0.022192
          22              1.62886               1.5753            0.0213293
          23              1.54848              1.57413            0.0204338
          24              1.63854              1.57682            0.0197579
          25              1.75476              1.58394             0.020209
          26              1.65882              1.58682            0.0196359
          27              1.52752              1.58462             0.019031
          28              1.73298              1.58992            0.0190747
          29              1.47364              1.58591            0.0188337
          30              1.55946              1.58503            0.0182265
