#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              1.79862              1.79862                    0
           2              1.74688              1.77275            0.0182929
           3              1.81906              1.78819            0.0175381
           4              1.76798              1.78314             0.013862
           5              1.84938              1.79638            0.0162299
           6              1.74122              1.78719            0.0159174
           7               1.6397              1.76612            0.0238048
           8              1.64784              1.75134            0.0250026
           9              1.68364              1.74381            0.0233285
          10              1.82072               1.7515            0.0222272
          11              1.71898              1.74855            0.0204022
          12              1.63698              1.73925            0.0207124
          13              1.81352              1.74496            0.0198914
          14              1.79272              1.74837            0.0187608
          15              1.74634              1.74824            0.0175106
          16               1.7153              1.74618            0.0165368
          17              1.89334              1.75484            0.0176852
          18              1.73184              1.75356            0.0167487
          19               1.7656              1.75419            0.0158792
          20               1.8139              1.75718            0.0153633
          21              1.83744                1.761            0.0150997
          22                1.813              1.76336            0.0145971
          23              1.80348              1.76511            0.0140663
          24               1.7291              1.76361              0.01356
          25              1.58076              1.75629            0.0148597
          26              1.67144              1.75303            0.0146422
          27               1.6895              1.75068            0.0142877
          28              1.75148              1.75071            0.0137774
          29              1.62594               1.7464            0.0139579
          30              1.56404              1.74032            0.0147571
