#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              11.7774              11.7774                    0
           2              11.7245               11.751            0.0187318
           3              11.8231               11.775            0.0232738
           4              11.8214              11.7866            0.0201373
           5              11.8394              11.7972            0.0186759
           6              11.8146              11.8001            0.0157872
           7              11.7351              11.7908            0.0160331
           8              11.8222              11.7947            0.0145017
           9              11.8724              11.8033            0.0152437
          10              11.7993              11.8029            0.0137247
          11               11.968              11.8179            0.0189864
          12              11.7372              11.8112            0.0185577
          13              11.7775              11.8086            0.0173103
          14              11.6618              11.7981            0.0189859
          15              11.8282              11.8001            0.0178257
          16              11.7239              11.7954            0.0173374
          17              11.8233               11.797            0.0163954
          18              11.8033              11.7974            0.0154883
          19              11.8228              11.7987            0.0147308
          20              11.8031              11.7989            0.0139959
          21              11.7949              11.7987            0.0133308
          22              11.8044               11.799            0.0127273
          23              11.7528               11.797            0.0123316
          24              11.7194              11.7938            0.0122344
          25              11.8009               11.794            0.0117484
          26              11.8257              11.7953            0.0113594
          27              11.7122              11.7922            0.0113474
          28              11.7348              11.7901            0.0111258
          29              11.7528              11.7888            0.0108164
          30              11.7621              11.7879            0.0104925
