#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1               16.885               16.885                    0
           2               16.799               16.842            0.0304178
           3               15.971              16.5517             0.237917
           4              17.6407              16.8239             0.295684
           5              16.6865              16.7965             0.237821
           6              15.1664              16.5248              0.31747
           7              17.5689              16.6739             0.305151
           8              16.9454              16.7079             0.268887
           9               14.937              16.5111             0.302557
          10              15.0472              16.3647              0.30567
          11              17.3837              16.4573             0.291582
          12              17.0465              16.5064             0.271385
          13               16.244              16.4862             0.251259
          14              16.8078              16.5092             0.234359
          15              16.2834              16.4942             0.219218
          16              16.5133              16.4954              0.20552
          17              15.4557              16.4342             0.202326
          18              15.4297              16.3784             0.198633
          19              16.8484              16.4031             0.189713
          20              17.6478              16.4654             0.190161
          21              16.4895              16.4665             0.181109
          22              16.0788              16.4489             0.173732
          23              15.7252              16.4174             0.169003
          24              15.3225              16.3718             0.168006
          25              17.4193              16.4137             0.166429
          26              15.1629              16.3656             0.166836
          27              15.7056              16.3412             0.162437
          28              14.9805              16.2926             0.163743
          29              16.2449              16.2909             0.158105
          30               15.958              16.2798             0.153224
