#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1             -0.97255             -0.97255                    0
           2            -0.973772            -0.973161          0.000431901
           3             -0.97542            -0.973914          0.000678856
           4            -0.971343            -0.973271          0.000754357
           5            -0.972913              -0.9732          0.000606886
           6            -0.978237            -0.974039          0.000918204
           7            -0.971622            -0.973694          0.000849467
           8            -0.974092            -0.973744          0.000744739
           9            -0.977371            -0.974147          0.000763305
          10            -0.976874            -0.974419          0.000734067
          11            -0.971686            -0.974171          0.000708134
          12            -0.973317              -0.9741          0.000652691
          13             -0.97383            -0.974079          0.000602813
          14            -0.974017            -0.974075          0.000559771
          15            -0.974376            -0.974095          0.000522814
          16            -0.974928            -0.974147          0.000492725
          17            -0.977189            -0.974326          0.000495169
          18            -0.976213            -0.974431          0.000478629
          19             -0.97317            -0.974364           0.00045801
          20            -0.971112            -0.974202          0.000463078
          21            -0.974106            -0.974197          0.000441049
          22            -0.974688            -0.974219          0.000421565
          23            -0.975757            -0.974286          0.000408501
          24            -0.976101            -0.974362          0.000398415
          25            -0.972599            -0.974291          0.000388667
          26            -0.977247            -0.974405          0.000389991
          27            -0.975521            -0.974446           0.00037773
          28            -0.977002            -0.974538          0.000375108
          29            -0.974854            -0.974549          0.000362332
          30            -0.975216            -0.974571          0.000350936
