#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              45.9782              45.9782                    0
           2              44.3437               45.161             0.577897
           3              45.7249              45.3489              0.41471
           4              44.3438              45.0976             0.379609
           5              42.9221              44.6625             0.493638
           6               43.098              44.4018             0.475272
           7              44.6199              44.4329             0.408396
           8              45.2828              44.5392             0.370906
           9              43.1003              44.3793             0.362517
          10              44.8166               44.423             0.328892
          11              40.0149              44.0223              0.48517
          12              44.4084              44.0545             0.445805
          13              44.2574              44.0701             0.411785
          14               43.848              44.0542             0.382677
          15              43.1247              43.9923             0.362148
          16              45.5706              44.0909             0.352693
          17              46.5857              44.2377              0.36119
          18              43.7178              44.2088             0.342277
          19              45.8432              44.2948             0.334898
          20              39.9003              44.0751             0.383518
          21              45.9261              44.1632             0.375248
          22              41.8554              44.0583             0.372565
          23              41.7362              43.9574             0.369793
          24              40.8416              43.8275             0.376484
          25              45.4426              43.8921             0.366926
          26              42.1542              43.8253              0.35885
          27              46.0183              43.9065             0.354633
          28              45.2389              43.9541             0.345145
          29              44.5053              43.9731             0.333766
          30              46.2098              44.0477             0.330863
