#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.745821            -0.745821                    0
           2            -0.746097            -0.745959          9.75807e-05
           3            -0.746264            -0.746061          0.000105507
           4            -0.745532            -0.745928          0.000139126
           5             -0.74576            -0.745895          0.000115305
           6            -0.745434            -0.745818          0.000118903
           7            -0.745261            -0.745738           0.00012577
           8            -0.746364            -0.745817          0.000132142
           9            -0.745692            -0.745803          0.000118182
          10            -0.745439            -0.745766          0.000111816
          11             -0.74571            -0.745761           0.00010177
          12            -0.745571            -0.745745          9.45136e-05
          13            -0.746257            -0.745785          9.50783e-05
          14            -0.745502            -0.745765          9.04123e-05
          15            -0.747209            -0.745861          0.000125593
          16            -0.746738            -0.745916          0.000129167
          17            -0.745524            -0.745893          0.000123606
          18            -0.745672             -0.74588          0.000117345
          19            -0.745054            -0.745837          0.000118949
          20            -0.745487            -0.745819          0.000114279
          21            -0.747054            -0.745878          0.000123025
          22            -0.744549            -0.745818          0.000131438
          23            -0.745858            -0.745819          0.000125735
          24            -0.745666            -0.745813          0.000120657
          25            -0.745565            -0.745803          0.000116239
          26            -0.745159            -0.745778          0.000114377
          27            -0.745283             -0.74576          0.000111601
          28            -0.743541            -0.745681          0.000132811
          29            -0.746275            -0.745701          0.000129803
          30            -0.746018            -0.745712          0.000125904
