#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              6.03452              6.03452                    0
           2              6.30712              6.17082            0.0963787
           3              6.49716               6.2796             0.109623
           4              6.35042               6.2973            0.0836344
           5              6.42062              6.32197            0.0704502
           6              6.94634              6.42603             0.111673
           7              7.00274              6.50842             0.122394
           8              6.26146              6.47755             0.110919
           9               6.6121               6.4925            0.0995971
          10              6.97998              6.54125             0.100864
          11              7.06306              6.58868             0.102243
          12              6.44984              6.57711            0.0943754
          13              6.30306              6.55603            0.0894393
          14              6.76674              6.57108            0.0843076
          15              6.77866              6.58492            0.0798147
          16              6.37668              6.57191            0.0758801
          17              5.83948              6.52882            0.0827487
          18              7.10124              6.56062            0.0840404
          19              6.41984              6.55321            0.0799432
          20              6.36006              6.54356            0.0765272
          21              6.98408              6.56453            0.0757036
          22              6.27308              6.55129            0.0734125
          23              6.58666              6.55282            0.0702368
          24              6.33904              6.54392            0.0678727
          25              6.73534              6.55157            0.0655883
          26                6.489              6.54917            0.0631098
          27              7.18658              6.57277            0.0650383
          28              6.94652              6.58612            0.0640706
          29              6.50436               6.5833            0.0619233
          30               6.2962              6.57373            0.0605942
