#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              20.6478              20.6478                    0
           2              20.7656              20.7067            0.0416555
           3              20.6308              20.6814            0.0346151
           4              20.6662              20.6776            0.0261703
           5              20.3598              20.6141            0.0605776
           6              20.4587              20.5882            0.0557398
           7              20.4091              20.5626            0.0533254
           8              20.5438              20.5602            0.0467112
           9               20.554              20.5595            0.0415262
          10              20.5976              20.5634            0.0375477
          11              21.0255              20.6054            0.0526286
          12               20.874              20.6278            0.0527895
          13               20.426              20.6122            0.0509581
          14              20.4078              20.5976             0.049367
          15              20.6069              20.5982            0.0460797
          16               20.398              20.5857            0.0448666
          17              20.7001              20.5925            0.0427285
          18              20.7614              20.6018             0.041373
          19              20.6688              20.6054            0.0393451
          20              20.4851              20.5994            0.0378344
          21              20.7967              20.6088            0.0371816
          22              20.6702              20.6115            0.0355964
          23              20.8612              20.6224            0.0356655
          24                20.52              20.6181            0.0344339
          25              20.6338              20.6188            0.0330623
          26              20.7441              20.6236            0.0321402
          27              20.9355              20.6351            0.0329613
          28              20.4345               20.628            0.0325534
          29              20.5271              20.6245            0.0316162
          30              20.5601              20.6223            0.0306352
