#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1               4.7491               4.7491                    0
           2              4.46064              4.60487             0.101986
           3              4.90976               4.7065             0.107278
           4              4.44968              4.64229            0.0978021
           5              4.66538              4.64691            0.0783506
           6               4.5656              4.63336            0.0664538
           7              4.79786              4.65686            0.0609741
           8              4.79274              4.67385            0.0556678
           9              4.73502              4.68064            0.0498958
          10              5.16548              4.72913             0.064282
          11              5.11114              4.76385            0.0671673
          12              5.10834              4.79256            0.0674262
          13              4.44626              4.76592            0.0672963
          14              5.44282              4.81427            0.0779465
          15              5.08274              4.83217            0.0747766
          16              5.25618              4.85867            0.0746514
          17              4.78298              4.85422            0.0703928
          18              5.03338              4.86417            0.0671821
          19              5.07796              4.87542            0.0645816
          20              4.82258              4.87278            0.0614065
          21               5.2258              4.88959            0.0607398
          22              4.91436              4.89072            0.0579893
          23              4.98592              4.89486            0.0556156
          24              5.03352              4.90064            0.0535975
          25              5.25602              4.91485            0.0533055
          26              4.98404              4.91751            0.0513216
          27              4.72354              4.91033            0.0499211
          28               4.7475              4.90451            0.0484758
          29              4.94826              4.90602            0.0468276
          30               4.8267              4.90338            0.0453413
