#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              250.386              250.386                    0
           2              242.243              246.314              2.87897
           3              244.482              245.703              1.98306
           4              243.493              245.151               1.5624
           5              245.573              245.235               1.2522
           6              240.843              244.503              1.23917
           7              248.151              245.024              1.16658
           8              246.956              245.266              1.04545
           9              244.351              245.164             0.934219
          10              243.937              245.041             0.848819
          11              239.209              244.511             0.922499
          12              240.608              244.186             0.901151
          13              253.843              244.929              1.09603
          14              246.244              245.023              1.02176
          15              248.236              245.237             0.975848
          16              247.027              245.349             0.921252
          17              243.624              245.247             0.872626
          18              244.296              245.194             0.825747
          19              244.136              245.139             0.784163
          20              241.125              244.938             0.770207
          21              247.444              245.057             0.742716
          22              247.413              245.164             0.716632
          23              245.799              245.192             0.686005
          24              242.781              245.092             0.664739
          25              244.715              245.076              0.63832
          26              245.771              245.103             0.614329
          27              243.354              245.038             0.594982
          28              242.338              244.942             0.581499
          29              252.336              245.197             0.614806
          30              247.726              245.281             0.600066
