#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.701027            -0.701027                    0
           2            -0.699189            -0.700108          0.000649973
           3            -0.700085              -0.7001          0.000433361
           4            -0.700371            -0.700168          0.000330272
           5            -0.700185            -0.700171          0.000264234
           6            -0.698804            -0.699943          0.000302928
           7            -0.699606            -0.699895          0.000263452
           8            -0.699975            -0.699905           0.00023071
           9            -0.699426            -0.699852          0.000211142
          10            -0.698543            -0.699721          0.000226996
          11            -0.698312            -0.699593          0.000239797
          12            -0.698889            -0.699534          0.000226882
          13            -0.699809            -0.699555          0.000210409
          14            -0.699188            -0.699529           0.00019701
          15            -0.700801            -0.699614           0.00020129
          16            -0.701177            -0.699712          0.000211082
          17            -0.699671            -0.699709          0.000198679
          18            -0.699377            -0.699691          0.000188498
          19            -0.698624            -0.699635          0.000186752
          20            -0.699007            -0.699603          0.000180031
          21             -0.70024            -0.699634          0.000173992
          22             -0.69998            -0.699649          0.000166794
          23            -0.699309            -0.699635          0.000160198
          24            -0.699494            -0.699629           0.00015363
          25            -0.700045            -0.699645          0.000148383
          26            -0.698744            -0.699611           0.00014667
          27            -0.699147            -0.699594          0.000142239
          28            -0.698359            -0.699549          0.000143828
          29            -0.700106            -0.699569          0.000140141
          30            -0.699454            -0.699565          0.000135522
