#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              68.4731              68.4731                    0
           2               68.311               68.392            0.0573251
           3              67.4632              68.0824             0.255663
           4              67.7371              67.9961             0.205811
           5              68.5796              68.1128             0.194944
           6               67.879              68.0738             0.166302
           7              68.2288               68.096             0.144011
           8              67.8395              68.0639             0.129528
           9              68.3114              68.0914             0.118019
          10              66.9593              67.9782             0.151057
          11              67.1633              67.9041             0.154427
          12              67.5541              67.8749             0.144287
          13               68.343              67.9109             0.137606
          14              68.2635              67.9361             0.130061
          15              68.1496              67.9504             0.122166
          16              67.9805              67.9522             0.114545
          17              67.8135              67.9441             0.108098
          18               67.988              67.9465              0.10212
          19              68.1712              67.9584            0.0974275
          20              67.5256              67.9367            0.0949283
          21              68.1855              67.9486            0.0911443
          22              67.8563              67.9444            0.0870979
          23              67.6908              67.9333            0.0840061
          24              68.3509              67.9507            0.0822874
          25              69.0546              67.9949             0.090067
          26               67.928              67.9923            0.0866396
          27              68.0017              67.9927            0.0834314
          28              68.1555              67.9985            0.0806541
          29              68.0598              68.0006            0.0779007
          30              68.0904              68.0036            0.0753615
