#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.462435            -0.462435                    0
           2            -0.462618            -0.462526          6.44881e-05
           3            -0.462074            -0.462376          0.000130315
           4            -0.461449            -0.462144          0.000223221
           5            -0.462388            -0.462193          0.000183834
           6            -0.462222            -0.462198          0.000153257
           7            -0.462503            -0.462241          0.000137441
           8            -0.461682            -0.462171          0.000136912
           9            -0.462841            -0.462246          0.000140462
          10            -0.461289             -0.46215          0.000155633
          11            -0.461317            -0.462074          0.000158851
          12            -0.462654            -0.462123          0.000152794
          13            -0.462298            -0.462136          0.000141637
          14            -0.462982            -0.462197           0.00014382
          15            -0.462381            -0.462209          0.000134756
          16            -0.462078            -0.462201          0.000126583
          17             -0.46233            -0.462208          0.000119367
          18            -0.461714            -0.462181          0.000115855
          19            -0.462397            -0.462192          0.000110314
          20            -0.462419            -0.462203          0.000105381
          21            -0.461127            -0.462152          0.000112135
          22             -0.46271            -0.462178          0.000109863
          23            -0.462494            -0.462191          0.000105942
          24            -0.461348            -0.462156          0.000107197
          25            -0.463019            -0.462191          0.000108325
          26            -0.461436            -0.462162          0.000107978
          27            -0.462586            -0.462177          0.000105118
          28            -0.461571            -0.462156          0.000103569
          29            -0.462073            -0.462153          0.000100037
          30            -0.461131            -0.462119          0.000102336
