#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              17.6823              17.6823                    0
           2              17.6399              17.6611            0.0149906
           3              17.6803              17.6675            0.0112733
           4              17.4592              17.6154            0.0458869
           5              17.5542              17.6032            0.0383069
           6              17.7711              17.6312            0.0408893
           7              17.5558              17.6204            0.0364371
           8              17.6449              17.6235            0.0320114
           9              17.6249              17.6236            0.0284549
          10              17.7524              17.6365            0.0283723
          11              17.6757              17.6401            0.0260161
          12              17.6591              17.6416            0.0238964
          13              17.5925              17.6379            0.0223553
          14              17.6301              17.6373            0.0207654
          15              17.6701              17.6395            0.0194955
          16              17.5671               17.635            0.0187944
          17              17.9116              17.6512             0.023707
          18              17.4723              17.6413             0.024386
          19              17.7806              17.6486            0.0241802
          20              17.6362               17.648            0.0229792
          21               17.691              17.6501             0.021976
          22              17.5084              17.6436            0.0218996
          23              17.7057              17.6463            0.0211133
          24              17.7205              17.6494            0.0204589
          25              17.5758              17.6465            0.0198515
          26              17.6188              17.6454            0.0191164
          27              17.6544              17.6457            0.0184113
          28              17.5827              17.6435            0.0178911
          29              17.8323                17.65            0.0184213
          30              17.5641              17.6471            0.0180282
