#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              7.38002              7.38002                    0
           2               7.4955              7.43776            0.0408283
           3              7.31656              7.39736            0.0427665
           4              6.91078              7.27571             0.110122
           5               7.1508              7.25073            0.0908876
           6              6.98792              7.20693            0.0856466
           7              7.31076              7.22176            0.0746848
           8              7.13502              7.21092            0.0661316
           9              8.35374               7.3379             0.133371
          10              7.72674              7.37678             0.125575
          11              7.41784              7.38052             0.114214
          12              7.23866              7.36869             0.105306
          13               6.8446              7.32838             0.104639
          14               7.7899              7.36135             0.102225
          15              7.59668              7.37703            0.0966068
          16              7.52666              7.38639            0.0910204
          17              6.79956              7.35187            0.0919793
          18              7.84424              7.37922            0.0908458
          19              6.95764              7.35703            0.0887327
          20              7.40478              7.35942            0.0843282
          21              7.40202              7.36145             0.080337
          22              7.49658              7.36759            0.0769198
          23              7.51516              7.37401            0.0738425
          24               7.4814              7.37848            0.0709012
          25              7.06702              7.36602            0.0691511
          26              7.10004              7.35579            0.0672439
          27               7.3755              7.35652            0.0647573
          28              7.37774              7.35728             0.062449
          29              7.49648              7.36208            0.0604798
          30               7.0394              7.35132            0.0594125
