#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              373.895              373.895                    0
           2              373.837              373.866            0.0205909
           3              364.131              370.621              2.64963
           4              377.854              372.429              2.53017
           5              373.964              372.736              2.04267
           6              362.926              371.101              2.26388
           7              368.541              370.736              1.96979
           8              365.658              370.101              1.82296
           9              372.896              370.411              1.64666
          10              368.073              370.178              1.49851
          11               364.96              369.703              1.43539
          12              373.023               369.98              1.34217
          13              375.295              370.389               1.2997
          14              369.474              370.323               1.2085
          15              372.331              370.457              1.13532
          16              370.449              370.457              1.06436
          17              365.114              370.142              1.04712
          18              369.778              370.122             0.989143
          19              372.789              370.263              0.94699
          20              361.313              369.815             0.999788
          21              369.202              369.786             0.952605
          22              376.272              370.081              0.95383
          23              370.964              370.119             0.913131
          24              369.258              370.083             0.875789
          25              364.832              369.873             0.865576
          26              369.844              369.872             0.832285
          27              363.696              369.643             0.832299
          28              368.197              369.592             0.804176
          29              372.649              369.697             0.783326
          30              376.243              369.915             0.787021
