#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              21.0572              21.0572                    0
           2              21.1878              21.1225            0.0461803
           3              20.9951                21.08            0.0463593
           4              21.0923              21.0831            0.0348714
           5              20.8944              21.0454             0.043796
           6              20.9501              21.0295            0.0392724
           7              21.0163              21.0276            0.0337075
           8              21.0995              21.0366             0.030669
           9              21.1707              21.0515            0.0306709
          10              20.8326              21.0296            0.0345398
          11              21.3744               21.061            0.0433509
          12              21.2487              21.0766            0.0424678
          13              21.1439              21.0818            0.0395155
          14              20.9714              21.0739            0.0374709
          15              21.0407              21.0717             0.035038
          16               20.871              21.0591             0.035022
          17              21.2685              21.0715              0.03506
          18              21.1038              21.0733            0.0331582
          19              21.1326              21.0764              0.03156
          20               21.075              21.0763            0.0299821
          21              20.9011               21.068            0.0296921
          22              21.0926              21.0691            0.0283636
          23              21.1139               21.071            0.0271974
          24              21.0076              21.0684            0.0261922
          25              20.7729              21.0566             0.027683
          26              21.2353              21.0634            0.0274588
          27              21.0855              21.0643             0.026454
          28              21.0111              21.0624            0.0255773
          29              20.9734              21.0593            0.0248787
          30              21.0848              21.0601            0.0240639
