#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.762486            -0.762486                    0
           2            -0.762074             -0.76228          0.000145664
           3            -0.762152            -0.762238          0.000103206
           4            -0.761731            -0.762111          0.000134209
           5            -0.761582            -0.762005          0.000143165
           6            -0.761583            -0.761935          0.000135478
           7            -0.761608            -0.761888          0.000123907
           8            -0.761809            -0.761878          0.000108814
           9            -0.761261             -0.76181          0.000116356
          10            -0.761517             -0.76178          0.000108341
          11            -0.760905            -0.761701          0.000124337
          12            -0.761489            -0.761683          0.000115223
          13            -0.762524            -0.761748          0.000123187
          14            -0.760966            -0.761692            0.0001264
          15            -0.762366            -0.761737          0.000125717
          16            -0.762311            -0.761773          0.000122876
          17            -0.760839            -0.761718          0.000127331
          18             -0.76193             -0.76173          0.000120803
          19            -0.761188            -0.761701          0.000117761
          20            -0.761507            -0.761691          0.000112272
          21            -0.761841            -0.761699           0.00010715
          22            -0.761267            -0.761679          0.000104059
          23            -0.761769            -0.761683          9.96076e-05
          24            -0.761349            -0.761669           9.6425e-05
          25            -0.761297            -0.761654          9.37101e-05
          26             -0.76139            -0.761644          9.06563e-05
          27             -0.76149            -0.761638          8.74768e-05
          28            -0.760558              -0.7616          9.24636e-05
          29            -0.762029            -0.761614          9.04516e-05
          30            -0.763014            -0.761661          9.87429e-05
