#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1               36.906               36.906                    0
           2              34.6171              35.7616             0.809241
           3              37.0848              36.2026             0.648647
           4              37.1242               36.433             0.525813
           5              36.6149              36.4694             0.421907
           6              37.4123              36.6266             0.379731
           7              37.5254               36.755             0.346514
           8              35.5916              36.6096             0.332314
           9              37.9727               36.761             0.328096
          10              38.2275              36.9077             0.326419
          11              36.7952              36.8974             0.296904
          12              37.3044              36.9314             0.274093
          13              38.5475              37.0557             0.279784
          14              34.0329              36.8398             0.332841
          15               35.393              36.7433             0.324325
          16              36.0257              36.6985             0.307141
          17              36.9077              36.7108              0.28932
          18              34.4355              36.5844              0.29959
          19              36.2873              36.5687              0.28423
          20              36.9127              36.5859             0.270538
          21              38.2622              36.6657             0.269174
          22               37.957              36.7244              0.26326
          23              34.3487              36.6212             0.271322
          24              37.2798              36.6486             0.261401
          25              33.8513              36.5367             0.273847
          26              34.8592              36.4722             0.270809
          27              38.0621              36.5311             0.267104
          28              36.7806                36.54             0.257713
          29              35.0384              36.4882             0.253975
          30              39.1976              36.5785             0.261073
