#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.944234            -0.944234                    0
           2            -0.946161            -0.945197          0.000681368
           3              -0.9463            -0.945565           0.00054445
           4            -0.943815            -0.945127          0.000556981
           5            -0.943965            -0.944895           0.00049173
           6            -0.945721            -0.945033          0.000428609
           7            -0.944986            -0.945026           0.00036743
           8            -0.942784            -0.944746          0.000414828
           9            -0.946098            -0.944896          0.000395027
          10            -0.944976            -0.944904          0.000355605
          11            -0.946295             -0.94503          0.000345036
          12             -0.94607            -0.945117          0.000326985
          13             -0.94762             -0.94531          0.000354003
          14            -0.944254            -0.945234          0.000336658
          15            -0.946841            -0.945341          0.000330813
          16            -0.944877            -0.945312          0.000311409
          17            -0.946732            -0.945396          0.000304082
          18            -0.945714            -0.945413          0.000287701
          19            -0.945822            -0.945435          0.000273359
          20            -0.944743              -0.9454           0.00026187
          21            -0.947326            -0.945492          0.000264975
          22            -0.942816             -0.94537           0.00027946
          23            -0.944272            -0.945323          0.000271359
          24            -0.944805            -0.945301          0.000260909
          25              -0.9437            -0.945237          0.000258214
          26            -0.946989            -0.945304          0.000256922
          27            -0.941078            -0.945148          0.000291221
          28            -0.944658             -0.94513          0.000281346
          29            -0.945182            -0.945132          0.000271651
          30            -0.942084            -0.945031          0.000280956
