#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              2532.05              2532.05                    0
           2              2599.46              2565.75              23.8354
           3                 2629              2586.83              23.4256
           4              2497.51               2564.5              26.1279
           5              2530.95              2557.79              21.7468
           6              2589.93              2563.15              18.7704
           7              2559.44              2562.62              16.0964
           8               2480.4              2552.34              17.0524
           9              2589.31              2556.45              15.6445
          10              2564.41              2557.25              14.1003
          11              2600.97              2561.22              13.3669
          12              2572.89              2562.19              12.2883
          13              2685.87              2571.71              14.5673
          14              2494.82              2566.21              14.5253
          15              2619.47              2569.76               13.984
          16                 2572               2569.9              13.1107
          17              2629.43              2573.41              12.7986
          18              2563.04              2572.83              12.1005
          19              2581.19              2573.27              11.4716
          20              2550.62              2572.14              10.9538
          21              2631.41              2574.96              10.7897
          22              2451.33              2569.34              11.6713
          23              2521.61              2567.27              11.3468
          24              2532.97              2565.84              10.9636
          25               2519.2              2563.97              10.6826
          26              2632.26               2566.6              10.5897
          27              2390.08              2560.06              12.0477
          28              2517.38              2558.54              11.7134
          29              2579.94              2559.27              11.3327
          30              2454.56              2555.78                11.48
