     MU:      SIGMA:     E_MEASURED:    ERROR:
      0.8296     0.59938    -0.43534   0.0024936
      0.8296     0.59938    -0.43534   0.0024936
      0.8296     0.59938    -0.43534   0.0024936
      0.8296     0.59938    -0.43534   0.0024936
      0.8296     0.59938    -0.43534   0.0024936
      0.8296     0.59938    -0.43534   0.0024936
      0.8296     0.59938    -0.43534   0.0024936
      0.8296     0.59938    -0.43534   0.0024936
      0.8296     0.59938    -0.43534   0.0024936
      0.8296     0.59938    -0.43534   0.0024936
      0.8296     0.59938    -0.43534   0.0024936
      0.8296     0.59938    -0.43534   0.0024936
      0.8296     0.59938    -0.43534   0.0024936
      0.8296     0.59938    -0.43534   0.0024936
      0.8296     0.59938    -0.43534   0.0024936
      0.8296     0.59938    -0.43534   0.0024936
      0.8296     0.59938    -0.43534   0.0024936
      0.8296     0.59938    -0.43534   0.0024936
      0.8296     0.59938    -0.43534   0.0024936
      0.8296     0.59938    -0.43534   0.0024936
      0.8296     0.59938    -0.43534   0.0024936
      0.8296     0.59938    -0.43534   0.0024936
      0.8296     0.59938    -0.43534   0.0024936
      0.8296     0.59938    -0.43534   0.0024936
      0.8296     0.59938    -0.43534   0.0024936
      0.8296     0.59938    -0.43534   0.0024936
      0.8296     0.59938    -0.43534   0.0024936
      0.8296     0.59938    -0.43534   0.0024936
      0.8296     0.59938    -0.43534   0.0024936
      0.8296     0.59938    -0.43534   0.0024936
     0.83566     0.52908    -0.36117   0.0048182
     0.83566     0.52908    -0.36117   0.0048182
     0.83566     0.52908    -0.36117   0.0048182
     0.83566     0.52908    -0.36117   0.0048182
     0.83566     0.52908    -0.36117   0.0048182
     0.83566     0.52908    -0.36117   0.0048182
      1.0389     0.56746    -0.20996   0.0042106
     0.95057     0.67927     -0.3092   0.0082724
     0.95057     0.67927     -0.3092   0.0082724
     0.95057     0.67927     -0.3092   0.0082724
     0.95057     0.67927     -0.3092   0.0082724
     0.95057     0.67927     -0.3092   0.0082724
     0.95057     0.67927     -0.3092   0.0082724
     0.95057     0.67927     -0.3092   0.0082724
     0.95057     0.67927     -0.3092   0.0082724
     0.95057     0.67927     -0.3092   0.0082724
     0.95057     0.67927     -0.3092   0.0082724
     0.81006      0.7789    -0.31322   0.0077854
     0.89287     0.62628    -0.40825   0.0035584
     0.89287     0.62628    -0.40825   0.0035584
     0.89287     0.62628    -0.40825   0.0035584
     0.89287     0.62628    -0.40825   0.0035584
     0.89287     0.62628    -0.40825   0.0035584
     0.89287     0.62628    -0.40825   0.0035584
     0.90116       0.685     -0.3505   0.0060771
     0.90116       0.685     -0.3505   0.0060771
     0.68991     0.62855    -0.40251     0.00243
     0.68991     0.62855    -0.40251     0.00243
     0.68991     0.62855    -0.40251     0.00243
     0.68991     0.62855    -0.40251     0.00243
