#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.878419            -0.878419                    0
           2            -0.880216            -0.879318          0.000635265
           3            -0.878635             -0.87909          0.000462444
           4            -0.879118            -0.879097          0.000346884
           5            -0.878314             -0.87894          0.000310885
           6            -0.878986            -0.878948          0.000259165
           7            -0.878297            -0.878855          0.000238254
           8            -0.876718            -0.878588          0.000325451
           9            -0.880759            -0.878829          0.000368009
          10            -0.879127            -0.878859          0.000332414
          11            -0.879634            -0.878929          0.000309565
          12            -0.879162            -0.878949          0.000284377
          13            -0.879726            -0.879009           0.00026872
          14            -0.880414            -0.879109          0.000267631
          15            -0.882727             -0.87935          0.000341614
          16            -0.880281            -0.879408          0.000325177
          17            -0.878374            -0.879348          0.000311685
          18             -0.87959            -0.879361          0.000294661
          19            -0.877782            -0.879278          0.000290631
          20            -0.878587            -0.879243          0.000278144
          21              -0.8784            -0.879203          0.000267782
          22            -0.877904            -0.879144          0.000262042
          23            -0.879318            -0.879152          0.000250758
          24             -0.87913            -0.879151          0.000240311
          25            -0.876966            -0.879063          0.000246072
          26            -0.877242            -0.878993          0.000246375
          27            -0.879554            -0.879014          0.000238124
          28            -0.878614               -0.879          0.000230049
          29            -0.875669            -0.878885          0.000249148
          30            -0.876384            -0.878802           0.00025441
