#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              21.4585              21.4585                    0
           2              21.6114               21.535            0.0540573
           3              21.9678              21.6793             0.123202
           4              21.2281              21.5665             0.134462
           5              21.3826              21.5297             0.112486
           6              21.6458               21.549            0.0953873
           7              22.0145              21.6155             0.102347
           8              22.0202              21.6661             0.101285
           9              22.2944              21.7359             0.111526
          10              21.4373              21.7061             0.104296
          11              21.8441              21.7186            0.0955661
          12              21.5035              21.7007             0.089268
          13              21.7557              21.7049            0.0825015
          14              21.6174              21.6987            0.0768449
          15              22.3007              21.7388            0.0815314
          16              21.9001              21.7489            0.0770563
          17              21.4375              21.7306            0.0746693
          18              21.3753              21.7108            0.0730822
          19              21.6222              21.7062            0.0693846
          20              22.1883              21.7303            0.0699784
          21              21.6518              21.7265            0.0667459
          22              21.7702              21.7285            0.0637415
          23              22.1116              21.7452            0.0631088
          24              21.9544              21.7539            0.0610786
          25                21.65              21.7497            0.0587766
          26              21.6599              21.7463            0.0566174
          27              21.4549              21.7355            0.0555394
          28                21.59              21.7303            0.0537983
          29              21.6964              21.7291            0.0519559
          30              21.4216              21.7189            0.0512254
