#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              1031.14              1031.14                    0
           2              1087.48              1059.31               19.918
           3              1059.62              1059.41               13.279
           4              1044.94              1055.79              10.4404
           5              1043.17              1053.27              8.65202
           6              1042.19              1051.42              7.40452
           7              1048.31              1050.98              6.36004
           8              1030.64              1048.44               6.0519
           9              1126.56              1057.12              9.79336
          10               1038.7              1055.27              8.98554
          11              1048.09              1054.62              8.19237
          12              1038.39              1053.27              7.62048
          13              1068.25              1054.42              7.12091
          14               1084.2              1056.55              6.92264
          15              1133.93              1061.71                 8.16
          16              1096.45              1063.88              7.93369
          17              1037.71              1062.34              7.61492
          18              1050.15              1061.66              7.22192
          19              1057.51              1061.44              6.84512
          20              1078.66               1062.3              6.55677
          21              1040.59              1061.27              6.32556
          22              1040.69              1060.33              6.10683
          23              1069.88              1060.75              5.85541
          24              1071.97              1061.22              5.63005
          25              994.689              1058.56              6.00089
          26              1001.95              1056.38              6.15241
          27               1061.8              1056.58              5.92782
          28              1055.86              1056.55              5.71617
          29              1009.25              1054.92              5.74713
          30              996.563              1052.98              5.87556
