#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.685328            -0.685328                    0
           2            -0.686111             -0.68572          0.000276903
           3            -0.685794            -0.685745          0.000185721
           4             -0.68555            -0.685696          0.000145494
           5            -0.684202            -0.685397          0.000291567
           6            -0.685279            -0.685377          0.000243634
           7            -0.686119            -0.685483          0.000230724
           8             -0.68537            -0.685469          0.000202316
           9             -0.68577            -0.685503          0.000182581
          10            -0.685662            -0.685519           0.00016502
          11            -0.684392            -0.685416          0.000179006
          12            -0.684206            -0.685315           0.00019041
          13            -0.684114            -0.685223           0.00019693
          14            -0.685663            -0.685254          0.000185358
          15            -0.685104            -0.685244          0.000173271
          16            -0.684232            -0.685181          0.000173611
          17            -0.685243            -0.685185          0.000163437
          18            -0.685822             -0.68522           0.00015814
          19            -0.683559            -0.685133          0.000172293
          20            -0.684872             -0.68512           0.00016417
          21            -0.684306            -0.685081          0.000160856
          22            -0.685151            -0.685084          0.000153576
          23              -0.6845            -0.685059          0.000148984
          24            -0.682769            -0.684963          0.000170615
          25            -0.686466            -0.685023          0.000174051
          26            -0.685138            -0.685028          0.000167413
          27             -0.68445            -0.685006          0.000162572
          28            -0.684831               -0.685          0.000156887
          29            -0.684227            -0.684974          0.000153724
          30            -0.685818            -0.685002          0.000151158
