#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              18.6076              18.6076                    0
           2              18.6089              18.6082          0.000438224
           3              18.6767              18.6311              0.01864
           4              18.4901              18.5958            0.0335616
           5              18.5743              18.5915            0.0271249
           6              18.6908              18.6081            0.0271866
           7              18.6551              18.6148            0.0241172
           8              18.6614              18.6206            0.0217955
           9              18.6356              18.6223             0.019437
          10              18.7641              18.6365            0.0220709
          11              18.6331              18.6362            0.0200666
          12              18.6394              18.6364            0.0183962
          13              18.6688              18.6389            0.0171484
          14              18.6031              18.6363            0.0161136
          15              18.6187              18.6352            0.0150822
          16              18.7181              18.6404             0.015004
          17              18.8411              18.6522            0.0181821
          18               18.648              18.6519            0.0171734
          19              18.7938              18.6594              0.01782
          20              18.8067              18.6668            0.0183878
          21              18.6815              18.6675            0.0175256
          22              18.6042              18.6646            0.0169631
          23              18.6432              18.6637             0.016251
          24              18.7041              18.6653            0.0156608
          25              18.6781              18.6659            0.0150427
          26              18.6591              18.6656            0.0144664
          27              18.6235               18.664            0.0140143
          28              18.7343              18.6665            0.0137369
          29              18.8978              18.6745             0.015405
          30              18.5074               18.669            0.0158667
